Quarter,Growth_Rate
2020 Q3,-49.39905524114459
2020 Q4,45.38190322986683
2021 Q1,97.05571045445275
2021 Q2,-36.97832446969809
2021 Q3,-35.50590949268367
2021 Q4,12.704434270148187
2022 Q1,113.84485946062539
2022 Q2,-68.7184844797105
2022 Q3,34.23235905713258
2022 Q4,143.8860490349231
2023 Q1,-16.37193059765187
2023 Q2,-6.2106247118669895
2023 Q3,-75.2298904287217
